"cin","cout","title","deweyClass","itemtype"
"2008-10-25 15:32:00","2008-09-03 11:12:00","Learning Python","005.133","acbk"
"2008-10-27 19:19:00","2008-09-16 19:45:00","Learning Python","005.133","acbk"
"2008-10-28 14:19:00","2008-10-10 11:34:00","Learning Python","005.133","acbk"
"2008-10-29 10:09:00","2008-09-03 11:12:00","Learning Python","005.133","acbk"
"2008-10-30 10:39:00","2008-10-10 11:34:00","Learning Python","005.133","acbk"
"2008-11-01 16:15:00","2008-08-25 17:21:00","Python essential reference","005.133","acbk"
"2008-11-04 13:47:00","2008-09-30 16:06:00","Python in a nutshell","005.133","acbk"
"2008-11-05 10:23:00","2008-09-30 16:06:00","Python in a nutshell","005.133","acbk"
"2008-11-13 00:00:00","2008-08-04 12:32:00","Python power the comprehensive guide","005.133","acbk"
"2008-11-13 15:48:00","2008-09-02 15:23:00","Python power the comprehensive guide","005.133","acbk"
"2008-11-21 19:37:00","2008-10-09 12:06:00","Learning Python","005.133","acbk"
"2008-11-22 11:16:00","2008-10-31 15:38:00","Learning Python","005.133","acbk"
"2008-11-22 17:14:00","2008-11-01 16:06:00","Learning Python","005.133","acbk"
"2008-11-24 15:38:00","2008-09-02 15:23:00","Python power the comprehensive guide","005.133","acbk"
"2008-11-24 16:45:00","2008-10-09 12:06:00","Learning Python","005.133","acbk"
"2008-11-25 16:05:00","2008-10-30 18:43:00","Learning Python","005.133","acbk"
"2008-11-26 22:16:00","2008-11-01 16:06:00","Learning Python","005.133","acbk"
"2008-11-28 10:23:00","2008-11-01 16:06:00","Learning Python","005.133","acbk"
"2008-11-29 11:28:00","2008-10-30 18:43:00","Learning Python","005.133","acbk"
"2008-11-29 21:30:00","2008-08-25 17:21:00","Python essential reference","005.133","acbk"
"2008-11-29 22:40:00","2008-10-30 17:22:00","quick Python book","005.133","acbk"
"2008-11-30 12:25:00","2008-10-30 17:22:00","quick Python book","005.133","acbk"
"2008-12-01 12:29:00","2008-10-30 18:43:00","Learning Python","005.133","acbk"
